"연번","어린이집명","어린이집유형","주소","정원","현원"
"259","쁘띠아이어린이집","가정","경기도 파주시 문산읍 방촌로 1744 파주힐스테이트1차 112-103","20","20"
"260","엄마품에어린이집","가정","경상북도 구미시 고아읍 문장로22길 20 103동102호","13","9"
"261","이안사랑어린이집","민간","경기도 여주시 도예로 40 이안아파트 관리동 1층","29","26"
"262","베베키즈어린이집","가정","경상남도 김해시 진영읍 김해대로361번길 35 307동 101호","20","20"
"263","키드랜드어린이집","가정","충청남도 천안시 서북구 충무로 124-24 현대아이파크홈타운106동101호","19","18"
"264","해달별어린이집","가정","대전광역시 유성구 노은서로 222 105동 103호(지족동, 열매마을1단지아파트)","19","19"
"265","미래어린이집","가정","인천광역시 서구 신석로 71 103동 103호(석남동, 주공2단지아파트)","19","19"
"266","늘사랑 어린이집","가정","대전광역시 대덕구 비래서로10번길 21 104동104호 (비래동,비래한신휴플러스)","19","17"
"267","무지개어린이집","가정","서울특별시 관악구 조원로11길 24 101-101호(신림동,조원아파트)   [조원동]","20","20"
"268","공주수정어린이집","민간","충청남도 공주시 번영1로 194-7 대아아이투빌관리사무소 1층","26","26"
"269","묵현 다사랑어린이집","국공립","경기도 남양주시 화도읍 먹갓로27번길 19-17 묵현다사랑문화센터","36","36"
"270","행복한어린이집","민간","충청남도 금산군 금성면 안비범길 40","39","28"
"271","꼬마둥지어린이집","민간","경기 남양주시 화도읍 묵현리 신도브래뉴3차아파트 주민공동시설","30","28"
"272","꿈터어린이집","가정","서울특별시 강동구 상일로 152 105동 102호(강일동, 고덕리엔파크)","20","18"
"273","토마토어린이집","가정","경기도 안양시 동안구 임곡로 43 114동 105호(비산동, 그린빌주공아파트)","11","5"
"274","꿈빛나무어린이집","가정","충청남도 천안시 서북구 천안대로 999-7 104동 104호(두정동, 이안더센트럴아파트)","20","20"
"275","예꼬어린이집","민간","서울특별시 구로구 고척로 12 (오류동)","67","64"
"276","운학어린이집","민간","경기도 용인시 처인구 동부로503번길 21-11","39","17"
"277","대우이안어린이집","가정","경기도 평택시 청북면 안청로1길 91 대우이안아파트 109-104","20","20"
"278","블루밍아이어린이집","민간","울산광역시 북구 천곡길 137 (천곡동,벽산블루밍106동104호)","35","35"
"279","아이꿈에어린이집","가정","경기도 파주시 문산읍 당동1로 11 자연앤꿈에그린아파트 603-104","20","19"
"280","우리맘어린이집","가정","경기도 수원시 장안구 파장천로 57 101동 104호(파장동, 익주아파트)","18","18"
"281","꿈예뜰어린이집","민간","대구광역시 동구 동부로 26 509동 단지내(신천동, 신천휴먼시아5단지)","37","31"
"282","홀츠앤키즈어린이집","민간","인천광역시 서구 라임로 131 중흥 S-클래스 262동 1층 관리동 (연희동)","37","36"
"283","서울특별시 보건환경연구원 어린이집","직장","경기도 과천시 장군마을3길 30 (주암동)","48","38"
"284","리베어린이집","가정","경기도 군포시 수리산로 33 831동 101호(산본동, 계룡)","20","20"
"285","나나어린이집","가정","경기도 광명시 하안로 204 101동 106호(소하동, 동양아파트)","19","19"
"286","보배로운어린이집","가정","경기도 화성시 영통로61번길 10 111동 101호(반월동, 신영통현대1차아파트)","20","20"
"287","예린어린이집","가정","경기도 화성시 영통로27번길 53 211동 103호(반월동, 신영통현대2차아파트)","19","19"
"288","꼬마아이숲어린이집","민간","서울특별시 중랑구 겸재로 243 (망우동)","33","23"
"289","푸른어린이집","국공립","충청남도 금산군 금산읍 방아동4길 22 푸른어린이집","78","73"
"290","코알라아가마을어린이집","가정","서울특별시 강서구 허준로 175 608동 101호(가양동, 가양6단지아파트)","16","16"
"291","그린별어린이집","민간","광주광역시 광산구 임방울대로 138-12","173","163"
"292","성모어린이집","민간","광주광역시 서구 월드컵4강로68번길 16 (화정동)","71","70"
"293","예지어린이집","민간","광주광역시 서구 월드컵4강로28번길 43-7","120","102"
"294","세종어린이집","민간","광주광역시 서구 월산로245번길 10-14","68","68"
"295","엄마손길어린이집","가정","충청북도 청주시 서원구 예체로 68 101동 105호(사직동, 푸르지오캐슬아파트)","20","19"
"296","에덴동산어린이집","민간","인천광역시 남동구 찬우물로 45 (수산동)","201","155"
"297","한울어린이집","민간","충청남도 천안시 서북구 성환읍 대학로 26","106","81"
"298","풍성어린이집","국공립","서울특별시 송파구 풍성로25길 21-3","90","88"
"299","컴이조아어린이집","민간","광주광역시 광산구 첨단봉산길 16-9 (산월동)","153","153"
"300","파란꿈어린이집","민간","경기 안양시 동안구 비산3동 1028-20","34","30"
"301","롯데드림어린이집","민간","부산광역시 북구 화명신도시로 156 롯데낙천대아파트 관리동 (화명동)","31","31"
"302","도남어린이집","직장","경상북도 영천시 도남공단3길 76 (도남동)","20","16"
"303","예은어린이집","민간","서울특별시 성북구 장월로2길 20 (상월곡동)","37","30"
"304","에덴어린이집","민간","부산광역시 수영구 남천동로16번길 16 (남천동)","131","111"
"305","단비어린이집","가정","경기도 남양주시 호평로 90 2112동 102호(호평동, 호평마을금강21단지아파트)","20","19"
"306","숲속키즈나라어린이집","민간","서울특별시 은평구 연서로11길 30-2","78","75"
"307","꿈이있는어린이집","법인·단체등","충청남도 당진시 척찬길 86-23","39","22"
"308","선린어린이집","법인·단체등","대구광역시 북구 관음동로9길 10-25","89","41"
"309","챔프어린이집","가정","경기도 이천시 부발읍 경충대로 2241 삼익아파트 102동 107호","14","14"
"310","산들어린이집","가정","충청남도 계룡시 장안로 75 104동 101호(금암동, 우림루미아트아파트)","20","13"
"311","자연숲어린이집","사회복지법인","전라북도 완주군 상관면 상관소양로 350-12","99","62"
"312","아기별어린이집","가정","경기도 여주시 가남읍 경충대로 1472-33 104동 111호(신해리, 동남아파트)","15","15"
"313","또래어린이집","민간","전라북도 부안군 부안읍 석정로 331","32","32"
"314","뽀로로어린이집","가정","전라북도 완주군 봉동읍 둔산3로 63 103동 102호(둔산리, 전주첨단코아루1차)","20","19"
"315","팔복원광어린이집","사회복지법인","전라북도 전주시 덕진구 신복로 34-24","90","40"
"316","꿈예뜰어린이집","민간","경기도 안성시 공도읍 만가대길 32","111","43"
"317","크는새싹어린이집","가정","전라북도 전주시 덕진구 견훤로 333 114동 104호(인후동1가, 두산위브)","19","16"
"318","동심어린이집","민간","전라북도 전주시 덕진구 원고랑1길 13 (고랑동)","200","108"
"319","아이미소어린이집","가정","전라북도 전주시 완산구 온고을로 121 102동 108호(서신동, 광진)","13","7"
"320","대덕종합사회복지관어린이집","국공립","대전광역시 대덕구 덕암로234번길 44 (덕암동)","57","48"
"321","청운어린이집","민간","광주광역시 북구 두리봉길 26","189","183"
"322","정남어린이집","사회복지법인","경기도 화성시 정남면 만년로 565-8","137","137"
"323","시온어린이집","민간","서울특별시 중랑구 면목로84길 31 (면목동)","132","132"
"324","초록별어린이집","민간","경기도 수원시 권선구 세지로140번길 11 (권선동)","49","49"
"325","장미어린이집","민간","인천광역시 서구 고래울로 23-13","23","10"
"326","The꿈나무 어린이집","민간","인천광역시 서구 율도로16번길 3","108","92"
"327","현대열린어린이집","민간","서울특별시 구로구 개봉로20길 6 현대아파트 1단지내 (개봉역입구쪽) 현대열린어린이집 (개봉동)","77","77"
"328","갈현마을사임당어린이집","민간","경기도 용인시 기흥구 관곡로 18 관리동 (신갈동)","26","23"
"329","그린숲어린이집","가정","경기도 광주시 경안로 106 102동 101호(경안동, 해태)","19","17"
"330","아이맘어린이집","가정","강원도 원주시 남산로9번길 17 (명륜동)","20","15"
"331","에코랜드어린이집","민간","인천 남동구 논현동 한화에코메트로 9단지 관리동","63","63"
"332","사과나무어린이집","가정","인천광역시 계양구 도두리로 68 529동 104호(작전동, 도두리마을대동아파트)","16","15"
"333","아이숲어린이집","가정","경상남도 진주시 금산면 금산로 22 104동 104호(진주금산 진흥 더 루벤스)","19","13"
"334","햇살어린이집","가정","울산광역시 남구 어은로18번길 10 (무거동)","20","19"
"335","숲속샘골어린이집","민간","경상남도 거창군 주곡로 664","39","34"
"336","우정황토어린이집","민간","경상남도 거창군 거창읍 창남4길 80","50","49"
"337","해피키즈어린이집","가정","경기도 고양시 덕양구 소만로 46 904동 108호(행신동, 소만마을부영9단지아파트)","9","9"
"338","웃음바다어린이집","가정","인천광역시 동구 송림로 50 1동 112호(송림동, 삼익)","16","9"
"339","동보하이빌어린이집","가정","경상남도 창녕군 대지면 우포2로 1162 101동 104호(효정리, 동보하이빌)","20","20"
"340","아롱별어린이집","가정","경기도 파주시 미래로 345 한울마을 삼부르네상스아파트 704-101","20","18"
"341","푸른나무어린이집","가정","대전광역시 서구 만년로 45 103동 113호 (만년동, 초원아파트)","16","15"
"342","그린나무어린이집","가정","경기도 고양시 일산서구 송포로 207 702-103","20","15"
"343","조은아이어린이집","가정","서울특별시 서초구 사평대로 310-4 1동 103호(반포동, 반포현대아파트)","19","19"
"344","다올어린이집","가정","제주특별자치도 제주시 남광로2길 39-14 (이도이동)","20","20"
"345","중앙아이뜰어린이집","가정","경기도 수원시 영통구 영통로154번길 51-16 302동 101호(망포동, 중앙센트럴하이츠아파트)","19","19"
"346","해솔어린이집","가정","대전광역시 서구 도안동로 177 115동 102호 (도안동, 수목토아파트)","20","20"
"347","가람어린이집","가정","경상남도 밀양시 미리벌로2길 48 세경웰러스 106-102","20","11"
"348","키움어린이집","가정","충청남도 천안시 서북구 두정역서5길 11 101동 101호(두정동 우남아파트)","19","17"
"349","작은소망어린이집","가정","충청남도 천안시 동남구 삼성5길 42 105동 101호(목천읍 삼성리, 부영아파트)","11","10"
"350","휴먼빌어린이집","가정","전라북도 전주시 덕진구 가리내로 216 501동 103호(덕진동2가, 휴먼빌아파트)","19","6"
"351","도담도담어린이집","가정","전라북도 전주시 완산구 강변로 120 101동 107호(효자동1가, 한강)","13","13"
